Price,Date,Close,High,Low,Open,Volume
Ticker,,NVDA,NVDA,NVDA,NVDA,NVDA
0,2005-03-10,0.19671477377414703,0.19916064905344635,0.19358109344019128,0.1974025924944381,689280000
1,2005-03-11,0.19228249788284302,0.19877821113707436,0.19052444136922653,0.1984728252087289,732180000
2,2005-03-14,0.19770798087120056,0.19854895036874665,0.19488061570172602,0.1962562394936544,572148000
3,2005-03-15,0.19373425841331482,0.2006123909728804,0.19358109398037884,0.19870209923918516,378108000
4,2005-03-16,0.1904483139514923,0.19602695353510435,0.19037128077526352,0.19297030662011444,535356000
5,2005-03-17,0.1885371208190918,0.1917469184955586,0.18807857048494878,0.19105909982716088,442584000
6,2005-03-18,0.18471653759479523,0.18930195894103835,0.18127747158511287,0.1886902715173944,639012000
7,2005-03-21,0.19105909764766693,0.19151763431094565,0.18349314704413422,0.18463950236796442,654456000
8,2005-03-22,0.18762005865573883,0.19297033255648,0.18693223989627974,0.19121227589735873,622992000
9,2005-03-23,0.19167084991931915,0.19297035634377835,0.1870092961353456,0.1873908133906436,728784000
10,2005-03-24,0.19205327332019806,0.19740263240014227,0.19190012252236405,0.1922055085203293,865356000
11,2005-03-28,0.18991276621818542,0.19488062088939434,0.18807859200303254,0.192129359566665,511188000
12,2005-03-29,0.18570977449417114,0.19182398499609077,0.1848688049243587,0.1896835091082983,587400000
13,2005-03-30,0.18570977449417114,0.1883849183879259,0.1793662956181677,0.18578589208632984,858708000
14,2005-03-31,0.18158283829689026,0.18593899084831034,0.18074186896235486,0.18463948489389162,518316000
15,2005-04-01,0.1798248291015625,0.1848688015680111,0.17875550677468777,0.18379947924113638,510756000
16,2005-04-04,0.1787554770708084,0.17936626255634588,0.17478084125733728,0.1788315946489367,421428000
17,2005-04-05,0.17562180757522583,0.18257607118600017,0.17455156976419628,0.17883160541082055,430128000
18,2005-04-06,0.17829696834087372,0.18188827003403452,0.17768526716206237,0.17890775392210273,567468000
19,2005-04-07,0.18158283829689026,0.1834170121076878,0.1761564481009931,0.17921401029534598,506352000
20,2005-04-08,0.1792140156030655,0.18639754665429745,0.17883158287708706,0.18234677986371225,621540000
21,2005-04-11,0.17569798231124878,0.18112438878241757,0.1751633278633788,0.1805126874636476,328380000
22,2005-04-12,0.17783847451210022,0.17814386054357678,0.17126571219235773,0.17516333004690315,512232000
23,2005-04-13,0.17042472958564758,0.17852625199755395,0.16927836031748608,0.17806771522279874,498408000
24,2005-04-14,0.16904909908771515,0.17241204844110578,0.16843832709395504,0.170807155995874,352080000
25,2005-04-15,0.16316503286361694,0.1681319574581869,0.16163624484696829,0.16690948460268976,630156000
26,2005-04-18,0.16201865673065186,0.16568699042241303,0.16125380502206624,0.1621708918614143,473100000
27,2005-04-19,0.16767342388629913,0.1688968123616283,0.1639289584129455,0.1646928946365735,365460000
28,2005-04-20,0.16255339980125427,0.17157110873383438,0.1624002489894312,0.17050178617879355,564672000
29,2005-04-21,0.1715710610151291,0.17218274849450754,0.16438752876249835,0.1658392701444338,538152000
30,2005-04-22,0.16996614634990692,0.1716480852625228,0.16797973710975014,0.17050172988118986,336276000
31,2005-04-25,0.17264126241207123,0.1739407683478824,0.1705778203208783,0.1714187896433719,318168000
32,2005-04-26,0.1718773990869522,0.17630967102387377,0.16836129883317225,0.17271745316806675,353148000
33,2005-04-27,0.16530460119247437,0.1679797309616237,0.16186552150871322,0.1673680435364776,609348000
34,2005-04-28,0.1658392995595932,0.16805589324892997,0.16316508467646834,0.16476997711229346,372948000
35,2005-04-29,0.16759736835956573,0.16874372408531838,0.15987826429607477,0.1674442175522974,478356000
36,2005-05-02,0.16698558628559113,0.1714949030681642,0.16446360764203607,0.16958461176002776,334908000
37,2005-05-03,0.16606850922107697,0.17019539354739094,0.16538070427711288,0.16713874688755467,439512000
38,2005-05-04,0.17134171724319458,0.17256511909230945,0.16629776058682752,0.1668333302873398,468816000
39,2005-05-05,0.17470474541187286,0.17684430557383557,0.17141882978255538,0.1723359032239311,619272000
40,2005-05-06,0.17707358300685883,0.1771506161959556,0.17271742927458833,0.17676819704327085,355728000
41,2005-05-09,0.18036039173603058,0.18158286469998836,0.17676817482860385,0.17783841262869907,745332000
42,2005-05-10,0.17332912981510162,0.1781438343187385,0.17134180457727544,0.17806771672152558,735120000
43,2005-05-11,0.17042472958564758,0.17501015199574663,0.17011932993606096,0.1742462155714048,555420000
44,2005-05-12,0.17417006194591522,0.1764627726766933,0.1702724455042121,0.17042469433149915,835584000
45,2005-05-13,0.19358107447624207,0.19465131221011464,0.181888239370577,0.189912740213868,2650320000
46,2005-05-16,0.19426888227462769,0.19556838826498418,0.1912122355930949,0.1912883531660633,664104000
47,2005-05-17,0.1964094042778015,0.19732649142640685,0.19297033771975824,0.19312257290185697,639804000
48,2005-05-18,0.19786107540130615,0.1983196256453703,0.19388735592374795,0.1959507978579595,550056000
49,2005-05-19,0.19747869670391083,0.19916063556432342,0.1952630191893835,0.19831966613411714,452880000
